concept,source,n_words,zipf_head,zipf_min,conc,aoa,wn_senses,wn_depth,ev_frac_llama8b,val_r_llama8b,ev_frac_falcon3b,val_r_falcon3b
capital,wordnet_noun,1,5.01,5.01,4.1,8.1,11,10.0,,,,
capitalisation,wordnet_noun,1,2.47,2.47,,,4,9.0,,,,
capitalism,wordnet_noun,1,3.97,3.97,1.96,11.42,1,6.0,,,,
capitalist,wordnet_noun,1,3.79,3.79,2.89,12.65,4,9.0,,,,
capitalization,wordnet_noun,1,3.12,3.12,3.25,8.53,4,9.0,,,,
capitol,wordnet_noun,1,4.0,4.0,4.31,,2,8.0,,,,
capitulation,wordnet_noun,1,2.9,2.9,1.78,12.93,3,8.0,,,,
capo,wordnet_noun,1,2.73,2.73,,13.7,1,9.0,,,,
capon,wordnet_noun,1,2.19,2.19,,11.89,2,13.0,,,,
capote,wordnet_noun,1,2.59,2.59,,,2,12.0,,,,
cappuccino,wordnet_noun,1,2.87,2.87,4.79,12.42,1,9.0,,,,
caprice,wordnet_noun,1,2.86,2.86,,,1,6.0,,,,
capsaicin,wordnet_noun,1,2.32,2.32,,16.33,1,5.0,,,,
capsicum,wordnet_noun,1,2.49,2.49,,15.89,2,10.0,,,,
capsid,wordnet_noun,1,2.23,2.23,,,2,12.0,,,,
capsizing,wordnet_noun,1,2.12,2.12,,,2,10.0,,,,
capstan,wordnet_noun,1,2.03,2.03,,11.0,1,9.0,,,,
capstone,wordnet_noun,1,2.69,2.69,,13.47,2,7.0,,,,
capsule,wordnet_noun,1,3.7,3.7,4.52,10.44,9,10.0,,,,
captain,wordnet_noun,1,4.89,4.89,4.19,6.06,8,13.0,,,,
captaincy,wordnet_noun,1,2.98,2.98,,15.5,1,8.0,,,,
caption,wordnet_noun,1,3.72,3.72,3.93,8.94,4,11.0,,,,
captive,wordnet_noun,1,3.7,3.7,3.03,9.44,5,8.0,,,,
captivity,wordnet_noun,1,3.56,3.56,2.76,9.06,2,7.0,,,,
captor,wordnet_noun,1,2.57,2.57,2.9,9.06,1,7.0,,,,
capture,wordnet_noun,1,4.42,4.42,3.21,6.39,11,10.0,,,,
capuchin,wordnet_noun,1,2.37,2.37,,14.62,2,14.0,,,,
caput,wordnet_noun,1,2.08,2.08,,,2,8.0,,,,
capybara,wordnet_noun,1,2.15,2.15,,,1,12.0,,,,
car,wordnet_noun,1,5.45,5.45,4.89,3.37,5,11.0,,,,
carabao,wordnet_noun,1,2.02,2.02,,17.0,1,17.0,,,,
carabiner,wordnet_noun,1,2.05,2.05,,,1,9.0,,,,
carafe,wordnet_noun,1,2.16,2.16,4.6,11.23,1,9.0,,,,
caramel,wordnet_noun,1,3.48,3.48,4.73,6.58,4,10.0,,,,
carapace,wordnet_noun,1,2.63,2.63,,15.75,1,9.0,,,,
carat,wordnet_noun,1,3.15,3.15,3.93,13.25,2,7.0,,,,
caravan,wordnet_noun,1,3.62,3.62,4.37,9.28,3,12.0,,,,
caraway,wordnet_noun,1,2.43,2.43,,14.33,2,9.0,,,,
carbide,wordnet_noun,1,2.98,2.98,,14.36,1,9.0,,,,
carbine,wordnet_noun,1,2.83,2.83,,13.47,1,12.0,,,,
carbohydrate,wordnet_noun,1,3.17,3.17,3.59,10.83,1,10.0,,,,
carbon,wordnet_noun,1,4.55,4.55,4.22,10.55,3,8.0,,,,
carbonara,wordnet_noun,1,2.32,2.32,,,1,11.0,,,,
carbonate,wordnet_noun,1,3.22,3.22,3.43,11.7,3,9.0,,,,
carbonation,wordnet_noun,1,2.4,2.4,3.89,12.25,1,6.0,,,,
carbonyl,wordnet_noun,1,2.56,2.56,,,2,8.0,,,,
carboxyl,wordnet_noun,1,2.17,2.17,,,2,5.0,,,,
carbuncle,wordnet_noun,1,2.2,2.2,,18.22,2,10.0,,,,
carburetor,wordnet_noun,1,2.82,2.82,4.68,,1,9.0,,,,
carburettor,wordnet_noun,1,2.16,2.16,,,1,9.0,,,,
carcass,wordnet_noun,1,3.21,3.21,4.46,12.25,1,6.0,,,,
carcinogen,wordnet_noun,1,2.58,2.58,3.34,14.44,1,4.0,,,,
carcinoma,wordnet_noun,1,3.15,3.15,,15.25,1,13.0,,,,
card,wordnet_noun,1,5.04,5.04,4.9,6.2,13,11.0,,,,
cardamom,wordnet_noun,1,2.71,2.71,,14.89,2,9.0,,,,
cardboard,wordnet_noun,1,3.66,3.66,4.9,5.4,2,7.0,,,,
cardholder,wordnet_noun,1,2.24,2.24,4.07,11.16,2,10.0,,,,
cardigan,wordnet_noun,1,3.21,3.21,4.96,10.11,2,15.0,,,,
cardinal,wordnet_noun,1,3.9,3.9,4.74,8.0,6,13.0,,,,
cardinality,wordnet_noun,1,2.31,2.31,,,1,5.0,,,,
cardiologist,wordnet_noun,1,2.9,2.9,4.48,13.42,1,13.0,,,,
cardiology,wordnet_noun,1,3.07,3.07,3.25,13.58,1,12.0,,,,
cardiomyopathy,wordnet_noun,1,2.66,2.66,,,1,9.0,,,,
cards,wordnet_noun,1,4.76,4.76,,,14,11.0,,,,
care,wordnet_noun,1,5.56,5.56,2.33,5.65,11,10.0,,,,
career,wordnet_noun,1,5.07,5.07,2.54,9.95,3,9.0,,,,
caregiver,wordnet_noun,1,3.11,3.11,4.18,8.83,2,9.0,,,,
carelessness,wordnet_noun,1,2.83,2.83,1.76,6.61,2,6.0,,,,
caress,wordnet_noun,1,2.94,2.94,4.14,10.89,2,7.0,,,,
caressing,wordnet_noun,1,2.72,2.72,3.36,,2,7.0,,,,
caretaker,wordnet_noun,1,3.45,3.45,4.24,9.75,2,10.0,,,,
cargo,wordnet_noun,1,4.19,4.19,4.62,9.48,1,7.0,,,,
caribe,wordnet_noun,1,2.19,2.19,,,1,16.0,,,,
caribou,wordnet_noun,1,2.97,2.97,4.92,12.06,1,15.0,,,,
caricature,wordnet_noun,1,3.19,3.19,3.89,12.26,2,5.0,,,,
caries,wordnet_noun,1,2.53,2.53,,,1,5.0,,,,
carillon,wordnet_noun,1,2.27,2.27,,16.86,2,10.0,,,,
carina,wordnet_noun,1,2.84,2.84,,,2,6.0,,,,
caring,wordnet_noun,1,4.2,4.2,1.77,,7,7.0,,,,
carioca,wordnet_noun,1,2.02,2.02,,,3,12.0,,,,
carissa,wordnet_noun,1,2.29,2.29,,,1,10.0,,,,
carjacking,wordnet_noun,1,2.47,2.47,3.69,,2,10.0,,,,
carmaker,wordnet_noun,1,2.23,2.23,4.37,9.06,1,8.0,,,,
carmine,wordnet_noun,1,2.98,2.98,,15.62,3,8.0,,,,
carnage,wordnet_noun,1,3.3,3.3,3.48,12.5,1,12.0,,,,
carnation,wordnet_noun,1,2.7,2.7,3.93,10.21,3,12.0,,,,
carnelian,wordnet_noun,1,2.17,2.17,,15.11,1,9.0,,,,
carnival,wordnet_noun,1,3.86,3.86,4.68,6.95,3,9.0,,,,
carnivore,wordnet_noun,1,2.68,2.68,4.17,11.0,2,11.0,,,,
carob,wordnet_noun,1,2.11,2.11,,15.36,3,11.0,,,,
carol,wordnet_noun,1,4.02,4.02,3.93,7.27676,3,9.0,,,,
caroling,wordnet_noun,1,2.02,2.02,3.52,,2,13.0,,,,
carotene,wordnet_noun,1,2.59,2.59,3.62,15.06,2,11.0,,,,
carotenoid,wordnet_noun,1,2.06,2.06,,,1,8.0,,,,
carousel,wordnet_noun,1,3.21,3.21,4.93,6.68,2,11.0,,,,
carp,wordnet_noun,1,3.18,3.18,4.62,11.42,3,16.0,,,,
carpal,wordnet_noun,1,2.72,2.72,3.33,13.93,2,9.0,,,,
carpenter,wordnet_noun,1,3.81,3.81,4.41,7.393987000000001,2,11.0,,,,
carpentry,wordnet_noun,1,2.97,2.97,3.48,9.83,1,8.0,,,,
carper,wordnet_noun,1,2.12,2.12,,,1,10.0,,,,
carpet,wordnet_noun,1,4.18,4.18,4.96,6.05,5,7.0,,,,
carpeting,wordnet_noun,1,2.69,2.69,4.21,6.37,4,7.0,,,,
carping,wordnet_noun,1,2.02,2.02,,,2,6.0,,,,
carport,wordnet_noun,1,2.25,2.25,4.79,11.19,1,9.0,,,,
carrack,wordnet_noun,1,2.0,2.0,,,1,12.0,,,,
carrefour,wordnet_noun,1,2.45,2.45,,,1,7.0,,,,
carrel,wordnet_noun,1,2.05,2.05,,,2,13.0,,,,
carrell,wordnet_noun,1,2.07,2.07,,,1,10.0,,,,
carriage,wordnet_noun,1,3.85,3.85,4.86,5.84,5,10.0,,,,
carriageway,wordnet_noun,1,2.86,2.86,4.28,,1,8.0,,,,
carrier,wordnet_noun,1,4.29,4.29,4.2,8.26,11,12.0,,,,
carrion,wordnet_noun,1,2.71,2.71,,13.0,1,6.0,,,,
carrot,wordnet_noun,1,3.62,3.62,5.0,2.74,4,10.0,,,,
carry,wordnet_noun,1,4.89,4.89,4.04,5.16,41,9.0,,,,
cart,wordnet_noun,1,3.98,3.98,4.89,6.16,4,10.0,,,,
carte,wordnet_noun,1,3.16,3.16,,11.93,1,8.0,,,,
cartel,wordnet_noun,1,3.58,3.58,3.3,14.06,1,7.0,,,,
carter,wordnet_noun,1,4.35,4.35,,,3,12.0,,,,
cartilage,wordnet_noun,1,3.26,3.26,4.71,10.94,1,7.0,,,,
carting,wordnet_noun,1,2.42,2.42,,,3,11.0,,,,
cartographer,wordnet_noun,1,2.37,2.37,3.81,12.5,1,9.0,,,,
cartography,wordnet_noun,1,2.67,2.67,3.52,12.75,1,7.0,,,,
carton,wordnet_noun,1,3.19,3.19,5.0,7.0,2,8.0,,,,
cartoon,wordnet_noun,1,4.08,4.08,4.33,3.11,3,9.0,,,,
cartoonist,wordnet_noun,1,3.07,3.07,3.93,7.56,1,10.0,,,,
cartouche,wordnet_noun,1,2.24,2.24,,14.83,1,9.0,,,,
cartridge,wordnet_noun,1,3.57,3.57,4.78,10.95,4,10.0,,,,
cartwheel,wordnet_noun,1,2.45,2.45,4.63,5.94,4,11.0,,,,
cartwright,wordnet_noun,1,3.21,3.21,,,2,11.0,,,,
carver,wordnet_noun,1,3.33,3.33,4.27,,4,11.0,,,,
carving,wordnet_noun,1,3.51,3.51,3.96,,6,9.0,,,,
casbah,wordnet_noun,1,2.2,2.2,,,1,8.0,,,,
cascade,wordnet_noun,1,3.47,3.47,3.83,12.3,5,8.0,,,,
case,wordnet_noun,1,5.55,5.55,3.93,6.74,22,10.0,,,,
casebook,wordnet_noun,1,2.32,2.32,4.48,10.22,2,7.0,,,,
casein,wordnet_noun,1,2.54,2.54,,13.5,2,12.0,,,,
casement,wordnet_noun,1,2.68,2.68,,12.32,1,9.0,,,,
casework,wordnet_noun,1,2.29,2.29,3.03,13.25,1,8.0,,,,
caseworker,wordnet_noun,1,2.38,2.38,4.37,10.22,1,10.0,,,,
cash,wordnet_noun,1,4.92,4.92,4.48,4.84,4,11.0,,,,
cashew,wordnet_noun,1,2.75,2.75,4.92,8.68,2,12.0,,,,
cashier,wordnet_noun,1,3.57,3.57,4.89,6.74,4,10.0,,,,
cashmere,wordnet_noun,1,3.12,3.12,4.72,13.05,3,10.0,,,,
casing,wordnet_noun,1,3.35,3.35,4.28,11.53,5,8.0,,,,
casino,wordnet_noun,1,4.16,4.16,4.77,9.58,2,9.0,,,,
cask,wordnet_noun,1,2.99,2.99,,13.12,2,8.0,,,,
casket,wordnet_noun,1,3.26,3.26,4.86,8.26,3,8.0,,,,
caspase,wordnet_noun,1,2.32,2.32,,,1,13.0,,,,
cassava,wordnet_noun,1,2.8,2.8,,17.44,3,13.0,,,,
casserole,wordnet_noun,1,3.07,3.07,4.87,7.32,2,10.0,,,,
cassette,wordnet_noun,1,3.4,3.4,4.6,6.37,1,7.0,,,,
cassia,wordnet_noun,1,2.51,2.51,,,3,12.0,,,,
cassie,wordnet_noun,1,3.29,3.29,,,1,11.0,,,,
cassino,wordnet_noun,1,2.34,2.34,,,1,8.0,,,,
cassock,wordnet_noun,1,2.23,2.23,,14.88,1,11.0,,,,
cassowary,wordnet_noun,1,2.01,2.01,,,1,11.0,,,,
cast,wordnet_noun,1,4.79,4.79,3.92,7.24,20,11.0,,,,
castanets,wordnet_noun,1,2.01,2.01,,,1,9.0,,,,
castaway,wordnet_noun,1,2.61,2.61,3.48,9.06,2,9.0,,,,
caste,wordnet_noun,1,3.6,3.6,2.67,13.07,4,5.0,,,,
caster,wordnet_noun,1,3.1,3.1,3.96,12.27,3,12.0,,,,
casting,wordnet_noun,1,4.15,4.15,3.04,,15,10.0,,,,
castle,wordnet_noun,1,4.45,4.45,4.96,5.8,5,10.0,,,,
castor,wordnet_noun,1,3.18,3.18,,,5,12.0,,,,
castrate,wordnet_noun,1,2.33,2.33,3.82,12.43,5,9.0,,,,
castration,wordnet_noun,1,2.78,2.78,3.53,11.94,3,11.0,,,,
casualty,wordnet_noun,1,3.61,3.61,2.85,12.84,4,9.0,,,,
cat,wordnet_noun,1,4.78,4.78,4.86,3.68,10,13.0,,,,
catabolism,wordnet_noun,1,2.05,2.05,,,1,4.0,,,,
cataclysm,wordnet_noun,1,2.64,2.64,2.57,13.32,2,7.0,,,,
catacomb,wordnet_noun,1,2.07,2.07,4.67,11.75,1,9.0,,,,
catalase,wordnet_noun,1,2.21,2.21,,,1,12.0,,,,
catalog,wordnet_noun,1,3.91,3.91,4.68,8.55,4,10.0,,,,
catalogue,wordnet_noun,1,3.91,3.91,4.36,7.84,4,10.0,,,,
catalysis,wordnet_noun,1,2.69,2.69,2.62,,1,5.0,,,,
catalyst,wordnet_noun,1,3.76,3.76,2.85,12.56,2,6.0,,,,
catamaran,wordnet_noun,1,2.58,2.58,,15.55,1,12.0,,,,
catapult,wordnet_noun,1,3.01,3.01,4.43,10.56,5,9.0,,,,
cataract,wordnet_noun,1,2.97,2.97,4.38,14.9,2,11.0,,,,
catastrophe,wordnet_noun,1,3.56,3.56,2.96,11.15,3,8.0,,,,
catch,wordnet_noun,1,4.87,4.87,4.11,4.61,39,9.0,,,,
catchall,wordnet_noun,1,2.02,2.02,2.35,,1,8.0,,,,
catcher,wordnet_noun,1,3.54,3.54,4.44,7.63,2,12.0,,,,
catching,wordnet_noun,1,4.2,4.2,3.42,,33,7.0,,,,
catchment,wordnet_noun,1,3.02,3.02,,12.0,1,6.0,,,,
catchphrase,wordnet_noun,1,2.94,2.94,3.17,11.22,1,13.0,,,,
catechism,wordnet_noun,1,2.92,2.92,2.57,11.0,2,10.0,,,,
categorisation,wordnet_noun,1,2.26,2.26,,,3,7.0,,,,
categorization,wordnet_noun,1,2.82,2.82,2.32,10.44,3,7.0,,,,
category,wordnet_noun,1,4.57,4.57,2.82,8.15,2,7.0,,,,
catena,wordnet_noun,1,2.04,2.04,,,1,7.0,,,,
caterer,wordnet_noun,1,2.73,2.73,4.37,12.19,1,10.0,,,,
catering,wordnet_noun,1,3.64,3.64,3.81,,3,7.0,,,,
caterpillar,wordnet_noun,1,3.38,3.38,4.87,5.17,2,11.0,,,,
catfish,wordnet_noun,1,3.35,3.35,4.85,6.61,3,16.0,,,,
catharsis,wordnet_noun,1,2.67,2.67,,14.4,2,11.0,,,,
cathartic,wordnet_noun,1,2.81,2.81,,15.06,4,7.0,,,,
cathedral,wordnet_noun,1,3.99,3.99,4.86,10.58,3,9.0,,,,
catheter,wordnet_noun,1,3.24,3.24,4.48,14.37,1,9.0,,,,
catheterization,wordnet_noun,1,2.33,2.33,3.48,14.84,1,9.0,,,,
cathode,wordnet_noun,1,3.03,3.03,,14.6,2,9.0,,,,
cation,wordnet_noun,1,2.79,2.79,,,1,8.0,,,,
catnip,wordnet_noun,1,2.68,2.68,4.68,6.89,1,9.0,,,,
cattle,wordnet_noun,1,4.15,4.15,4.64,6.53,1,16.0,,,,
cattleman,wordnet_noun,1,2.0,2.0,4.24,8.38,2,13.0,,,,
catty,wordnet_noun,1,2.56,2.56,1.9,11.16,2,6.0,,,,
catwalk,wordnet_noun,1,2.99,2.99,4.15,10.32,2,8.0,,,,
caucus,wordnet_noun,1,3.58,3.58,3.11,14.88,2,6.0,,,,
caul,wordnet_noun,1,2.1,2.1,,,2,11.0,,,,
cauldron,wordnet_noun,1,3.06,3.06,4.61,9.61,1,11.0,,,,
cauliflower,wordnet_noun,1,3.2,3.2,5.0,6.18,2,10.0,,,,
caulk,wordnet_noun,1,2.29,2.29,4.68,,2,8.0,,,,
caulking,wordnet_noun,1,2.22,2.22,,,2,8.0,,,,
causa,wordnet_noun,1,2.55,2.55,,,1,8.0,,,,
causality,wordnet_noun,1,2.92,2.92,2.04,12.06,1,3.0,,,,
causation,wordnet_noun,1,3.1,3.1,1.81,13.89,1,5.0,,,,
cause,wordnet_noun,1,5.35,5.35,2.43,5.84,7,9.0,,,,
causeway,wordnet_noun,1,3.04,3.04,4.31,11.78,3,7.0,,,,
causing,wordnet_noun,1,4.53,4.53,1.55,,3,5.0,,,,
caustic,wordnet_noun,1,2.97,2.97,2.6,15.0,3,8.0,,,,
caution,wordnet_noun,1,3.97,3.97,2.04,6.22,5,9.0,,,,
cautious,wordnet_noun,1,3.79,3.79,1.81,8.25,3,4.0,,,,
cavalcade,wordnet_noun,1,2.52,2.52,,12.9,1,7.0,,,,
cavalier,wordnet_noun,1,3.17,3.17,2.63,12.47,3,11.0,,,,
cavalry,wordnet_noun,1,3.8,3.8,4.08,9.16,2,8.0,,,,
cavalryman,wordnet_noun,1,2.09,2.09,4.46,9.5,2,12.0,,,,
cave,wordnet_noun,1,4.2,4.2,4.96,6.74,3,4.0,,,,
caveat,wordnet_noun,1,3.15,3.15,2.0,16.13,2,8.0,,,,
caveman,wordnet_noun,1,2.89,2.89,4.3,6.28,1,8.0,,,,
cavern,wordnet_noun,1,3.08,3.08,4.57,8.84,3,7.0,,,,
caviar,wordnet_noun,1,3.15,3.15,4.7,12.83,1,7.0,,,,
cavil,wordnet_noun,1,2.04,2.04,,,2,8.0,,,,
cavity,wordnet_noun,1,3.61,3.61,4.5,7.5,4,6.0,,,,
caw,wordnet_noun,1,2.57,2.57,,,2,7.0,,,,
cay,wordnet_noun,1,2.73,2.73,,14.7,1,8.0,,,,
cayenne,wordnet_noun,1,2.95,2.95,4.22,12.81,3,11.0,,,,
cayman,wordnet_noun,1,3.19,3.19,,,1,12.0,,,,
cease,wordnet_noun,1,4.03,4.03,2.39,9.26,3,5.0,,,,
cedar,wordnet_noun,1,3.76,3.76,4.83,9.86,3,12.0,,,,
ceding,wordnet_noun,1,2.58,2.58,,,3,10.0,,,,
ceilidh,wordnet_noun,1,2.22,2.22,,,1,7.0,,,,
ceiling,wordnet_noun,1,4.18,4.18,4.85,4.75,4,12.0,,,,
celebrant,wordnet_noun,1,2.39,2.39,,12.25,2,11.0,,,,
celebration,wordnet_noun,1,4.29,4.29,3.47,7.05,3,8.0,,,,
celebrity,wordnet_noun,1,4.29,4.29,3.28,8.11,2,9.0,,,,
celeriac,wordnet_noun,1,2.05,2.05,,16.67,2,9.0,,,,
celery,wordnet_noun,1,3.32,3.32,4.8,5.78,2,9.0,,,,
celibacy,wordnet_noun,1,2.91,2.91,2.4,12.37,2,9.0,,,,
celibate,wordnet_noun,1,2.73,2.73,2.84,11.94,2,8.0,,,,
cell,wordnet_noun,1,4.87,4.87,4.44,10.0,7,10.0,,,,
cellar,wordnet_noun,1,3.6,3.6,4.68,8.94,3,8.0,,,,
cellist,wordnet_noun,1,2.71,2.71,4.31,11.55,1,10.0,,,,
cello,wordnet_noun,1,3.29,3.29,4.96,9.89,1,10.0,,,,
cellophane,wordnet_noun,1,2.6,2.6,4.54,11.47,1,8.0,,,,
cellphone,wordnet_noun,1,3.65,3.65,5.0,14.669556,1,10.0,,,,
cellulite,wordnet_noun,1,2.8,2.8,4.55,13.65,1,8.0,,,,
cellulitis,wordnet_noun,1,2.12,2.12,,,1,8.0,,,,
celluloid,wordnet_noun,1,2.65,2.65,3.74,14.07,3,7.0,,,,
cellulose,wordnet_noun,1,3.07,3.07,4.33,13.22,1,12.0,,,,
cellulosic,wordnet_noun,1,2.31,2.31,,15.3,1,5.0,,,,
cement,wordnet_noun,1,3.94,3.94,4.97,6.89,8,7.0,,,,
cemetery,wordnet_noun,1,4.06,4.06,4.93,7.78,1,8.0,,,,
cenotaph,wordnet_noun,1,2.61,2.61,,,1,7.0,,,,
censer,wordnet_noun,1,2.03,2.03,,,1,8.0,,,,
censor,wordnet_noun,1,3.36,3.36,3.0,9.74,4,10.0,,,,
censoring,wordnet_noun,1,2.97,2.97,,,4,11.0,,,,
censorship,wordnet_noun,1,3.85,3.85,1.79,13.05,2,11.0,,,,
censure,wordnet_noun,1,2.94,2.94,2.44,13.0,3,6.0,,,,
census,wordnet_noun,1,4.19,4.19,3.3,11.14,2,9.0,,,,
cent,wordnet_noun,1,4.83,4.83,4.19,6.0,2,9.0,,,,
centaur,wordnet_noun,1,2.79,2.79,3.73,9.39,2,10.0,,,,
centenarian,wordnet_noun,1,2.06,2.06,3.61,,2,9.0,,,,
centenary,wordnet_noun,1,3.39,3.39,,13.11,2,8.0,,,,
centennial,wordnet_noun,1,3.36,3.36,2.57,10.18,2,8.0,,,,
center,wordnet_noun,1,5.19,5.19,3.85,6.57,23,11.0,,,,
centerfold,wordnet_noun,1,2.3,2.3,4.15,10.8,1,11.0,,,,
centering,wordnet_noun,1,2.95,2.95,2.92,,5,8.0,,,,
centerline,wordnet_noun,1,2.5,2.5,4.0,10.67,1,5.0,,,,
centerpiece,wordnet_noun,1,3.1,3.1,4.62,8.89,2,9.0,,,,
centimeter,wordnet_noun,1,2.89,2.89,4.13,8.56,1,7.0,,,,
centimetre,wordnet_noun,1,2.55,2.55,,,1,7.0,,,,
centipede,wordnet_noun,1,2.79,2.79,4.79,7.39,1,9.0,,,,
central,wordnet_noun,1,5.12,5.12,2.71,8.0,3,7.0,,,,
centralisation,wordnet_noun,1,2.36,2.36,,,2,10.0,,,,
centralism,wordnet_noun,1,2.07,2.07,2.33,,1,9.0,,,,
centrality,wordnet_noun,1,2.62,2.62,2.35,,1,4.0,,,,
centralization,wordnet_noun,1,2.69,2.69,2.11,14.65,2,10.0,,,,
centre,wordnet_noun,1,4.95,4.95,,,11,8.0,,,,
centrepiece,wordnet_noun,1,2.64,2.64,,,2,9.0,,,,
centrifugation,wordnet_noun,1,2.22,2.22,,14.56,1,4.0,,,,
centrifuge,wordnet_noun,1,2.81,2.81,4.38,15.17,2,8.0,,,,
centrism,wordnet_noun,1,2.07,2.07,,,1,7.0,,,,
centrist,wordnet_noun,1,3.17,3.17,,16.38,2,8.0,,,,
centroid,wordnet_noun,1,2.17,2.17,,,1,7.0,,,,
centrum,wordnet_noun,1,2.32,2.32,,,1,9.0,,,,
centurion,wordnet_noun,1,3.05,3.05,,13.0,1,8.0,,,,
century,wordnet_noun,1,5.02,5.02,2.83,7.0,2,7.0,,,,
cephalopod,wordnet_noun,1,2.08,2.08,,13.6,2,9.0,,,,
ceramic,wordnet_noun,1,3.74,3.74,4.04,8.37,2,6.0,,,,
ceramics,wordnet_noun,1,3.44,3.44,4.62,9.5,2,8.0,,,,
cere,wordnet_noun,1,2.0,2.0,,,2,10.0,,,,
cereal,wordnet_noun,1,3.74,3.74,4.83,4.44,4,11.0,,,,
cerebellum,wordnet_noun,1,2.67,2.67,4.57,14.45,1,7.0,,,,
cerebrum,wordnet_noun,1,2.18,2.18,4.21,12.82,1,7.0,,,,
ceremonial,wordnet_noun,1,3.49,3.49,2.24,10.89,2,6.0,,,,
ceremony,wordnet_noun,1,4.42,4.42,3.57,7.11,3,6.0,,,,
cerise,wordnet_noun,1,2.08,2.08,,16.548350000000003,2,8.0,,,,
cerium,wordnet_noun,1,2.17,2.17,,15.57,1,7.0,,,,
cero,wordnet_noun,1,2.15,2.15,,,2,18.0,,,,
cert,wordnet_noun,1,3.19,3.19,,13.0,1,5.0,,,,
certainty,wordnet_noun,1,3.82,3.82,1.59,10.11,2,7.0,,,,
certificate,wordnet_noun,1,4.29,4.29,4.59,8.42,4,7.0,,,,
certification,wordnet_noun,1,3.97,3.97,3.72,11.6,4,9.0,,,,
certiorari,wordnet_noun,1,2.46,2.46,,14.67,1,8.0,,,,
certitude,wordnet_noun,1,2.06,2.06,,14.08,1,8.0,,,,
cerulean,wordnet_noun,1,2.3,2.3,,13.0,2,8.0,,,,
cervix,wordnet_noun,1,3.01,3.01,4.62,14.67,2,8.0,,,,
cesarean,wordnet_noun,1,2.59,2.59,,11.63,2,6.0,,,,
cesium,wordnet_noun,1,2.46,2.46,,14.36,1,7.0,,,,
cessation,wordnet_noun,1,3.25,3.25,,15.38,1,7.0,,,,
cession,wordnet_noun,1,2.42,2.42,,,1,10.0,,,,
cesspit,wordnet_noun,1,2.03,2.03,,15.58,1,11.0,,,,
cesspool,wordnet_noun,1,2.68,2.68,4.19,13.65,1,11.0,,,,
cetacean,wordnet_noun,1,2.19,2.19,,13.0,2,12.0,,,,
cgs,wordnet_noun,1,2.43,2.43,,,1,6.0,,,,
chad,wordnet_noun,1,3.93,3.93,,,4,9.0,,,,
chafe,wordnet_noun,1,2.4,2.4,3.42,11.68,8,9.0,,,,
chaff,wordnet_noun,1,2.75,2.75,,10.25,3,8.0,,,,
chafing,wordnet_noun,1,2.61,2.61,,,7,9.0,,,,
chagrin,wordnet_noun,1,2.86,2.86,,13.38,2,7.0,,,,
chain,wordnet_noun,1,4.65,4.65,4.55,5.22,12,10.0,,,,
chains,wordnet_noun,1,4.11,4.11,,,13,10.0,,,,
chainsaw,wordnet_noun,1,3.2,3.2,4.9,7.0,1,10.0,,,,
chair,wordnet_noun,1,4.69,4.69,4.58,3.43,7,9.0,,,,
chairlift,wordnet_noun,1,2.31,2.31,4.52,12.09,1,8.0,,,,
chairman,wordnet_noun,1,4.8,4.8,4.31,10.84,2,9.0,,,,
chairmanship,wordnet_noun,1,2.98,2.98,2.58,12.21,1,8.0,,,,
chairperson,wordnet_noun,1,3.15,3.15,4.58,11.0,1,9.0,,,,
chairwoman,wordnet_noun,1,2.89,2.89,4.41,12.95,1,9.0,,,,
chaise,wordnet_noun,1,2.64,2.64,,13.33,2,11.0,,,,
chalcedony,wordnet_noun,1,2.08,2.08,,,1,8.0,,,,
chalet,wordnet_noun,1,3.06,3.06,4.36,13.8,1,9.0,,,,
chalice,wordnet_noun,1,3.0,3.0,4.83,11.35,1,10.0,,,,
chalk,wordnet_noun,1,3.69,3.69,4.9,4.47,5,9.0,,,,
chalkboard,wordnet_noun,1,2.77,2.77,4.97,5.78,1,6.0,,,,
challah,wordnet_noun,1,2.05,2.05,,,1,8.0,,,,
challenge,wordnet_noun,1,4.88,4.88,2.11,7.55,9,8.0,,,,
challenger,wordnet_noun,1,3.74,3.74,2.68,8.37,1,8.0,,,,
challis,wordnet_noun,1,2.27,2.27,,,1,6.0,,,,
chamber,wordnet_noun,1,4.47,4.47,4.59,9.3,6,8.0,,,,
chamberlain,wordnet_noun,1,3.59,3.59,,,3,10.0,,,,
chambermaid,wordnet_noun,1,2.21,2.21,4.4,11.72,1,11.0,,,,
chambray,wordnet_noun,1,2.07,2.07,,,1,6.0,,,,
chameleon,wordnet_noun,1,3.1,3.1,4.68,10.18,3,13.0,,,,
chamois,wordnet_noun,1,2.47,2.47,,14.5,2,16.0,,,,
chamomile,wordnet_noun,1,2.62,2.62,4.7,,1,9.0,,,,
champ,wordnet_noun,1,3.9,3.9,3.29,7.53,3,9.0,,,,
champagne,wordnet_noun,1,3.9,3.9,4.82,10.26,2,11.0,,,,
champaign,wordnet_noun,1,3.08,3.08,,,2,9.0,,,,
champion,wordnet_noun,1,4.62,4.62,3.82,8.61,6,9.0,,,,
championship,wordnet_noun,1,4.54,4.54,3.23,9.37,3,9.0,,,,
chance,wordnet_noun,1,5.26,5.26,1.64,7.78,9,10.0,,,,
chancel,wordnet_noun,1,2.73,2.73,,,1,7.0,,,,
